match,rank,guild,nickname,job_raw,observed_text,contribution,sample_date,source,source_row,matched_nickname,job_name,observed_performance,observed_unit,level,combat_power,combat_power_man,profile_job,profile_guild,profile_server,profile_source_url,profile_retrieved_at,profile_data_date,profile_timing,guild_for_fit,fit_eligible,exclusion_reason,possible_nickname_matches,extraction,nickname_raw,guild_source,nickname_correction
빅딜,1,SSIM,주식회사서영,바이퍼,3978억 934만,1500000,2026-09-14,빅딜_대항전.xlsx,2,주식회사서영,바이퍼,397809340000,absolute (image display rounded to 억/만),115,5경 8603조 2478억 2951만,5860324782951,바이퍼,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,58,눈별,예타,섀도어,886억 2521만,102000,2026-09-14,빅딜_대항전.xlsx,62,예타,섀도어,88625210000,absolute (image display rounded to 억/만),111,904조 8447억 7095만,90484477095,섀도어,눈별,Scania 6,https://mgf.gg/contents/guild_info.php?g_name=%EB%88%88%EB%B3%84,2026-09-16T22:22:33.610242+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,눈별,True,,,,,,
빅딜,59,86서버,돼왕다람쥐,비숍,884억 5735만,101000,2026-09-14,빅딜_대항전.xlsx,63,돼왕다람쥐,비숍,88457350000,absolute (image display rounded to 억/만),111,1418조 7554억 2776만,141875542776,비숍,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,60,인형나라,뷁곯쭤,캡틴,880억 7035만,100000,2026-09-14,빅딜_대항전.xlsx,64,뷁곯쭤,캡틴,88070350000,absolute (image display rounded to 억/만),,,,,,,,,,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,인형나라,False,missing_profile,,,,,
빅딜,61,인형나라,오우셋,바이퍼,865억 9753만,99000,2026-09-14,빅딜_대항전.xlsx,65,오우셋,바이퍼,86597530000,absolute (image display rounded to 억/만),,,,,,,,,,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,인형나라,False,missing_profile,오우솃,,,,
빅딜,62,86서버,보급중대장,비숍,843억 3100만,98000,2026-09-14,빅딜_대항전.xlsx,66,보급중대장,비숍,84331000000,absolute (image display rounded to 억/만),113,2428조 5616억 1111만,242856161111,비숍,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,63,86서버,뭉게뭉게구름,보우마스터,835억 643만,97000,2026-09-14,빅딜_대항전.xlsx,67,뭉게뭉게구름,보우마스터,83506430000,absolute (image display rounded to 억/만),111,623조 6091억 8857만,62360918857,보우마스터,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,64,눈별,파이리양말,비숍,815억 6719만,96000,2026-09-14,빅딜_대항전.xlsx,68,파이리양말,비숍,81567190000,absolute (image display rounded to 억/만),111,733조 7966억 7796만,73379667796,비숍,눈별,Scania 6,https://mgf.gg/contents/guild_info.php?g_name=%EB%88%88%EB%B3%84,2026-09-16T22:22:33.610242+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,눈별,True,,,,,,
빅딜,65,인형나라,혁바,나이트로드,813억 9373만,95000,2026-09-14,빅딜_대항전.xlsx,69,혁바,나이트로드,81393730000,absolute (image display rounded to 억/만),111,825조 4211억 3052만,82542113052,나이트로드,인형나라,Scania 25,https://mgf.gg/contents/guild_info.php?g_name=%EC%9D%B8%ED%98%95%EB%82%98%EB%9D%BC,2026-09-16T22:22:34.116204+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,인형나라,True,,,,,,
빅딜,66,86서버,연평로,아크메이지 - 썬콜,802억 6296만,94000,2026-09-14,빅딜_대항전.xlsx,70,연평로,"아크메이지(썬,콜)",80262960000,absolute (image display rounded to 억/만),111,3431조 9270억 4534만,343192704534,"아크메이지(썬,콜)",86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,67,눈별,지존짱창남,바이퍼,792억 30만,93000,2026-09-14,빅딜_대항전.xlsx,71,지존짱창남,바이퍼,79200300000,absolute (image display rounded to 억/만),112,674조 8831억 5472만,67488315472,바이퍼,눈별,Scania 6,https://mgf.gg/contents/guild_info.php?g_name=%EB%88%88%EB%B3%84,2026-09-16T22:22:33.610242+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,눈별,True,,,,,,
빅딜,68,눈별,덩개,아크메이지 - 썬콜,727억 2071만,92000,2026-09-14,빅딜_대항전.xlsx,72,덩개,"아크메이지(썬,콜)",72720710000,absolute (image display rounded to 억/만),110,1158조 2062억 32만,115820620032,"아크메이지(썬,콜)",눈별,Scania 6,https://mgf.gg/contents/guild_info.php?g_name=%EB%88%88%EB%B3%84,2026-09-16T22:22:33.610242+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,눈별,True,,,,,,
빅딜,69,눈별,세월이야속해,나이트로드,721억 6924만,91000,2026-09-14,빅딜_대항전.xlsx,73,세월이야속해,나이트로드,72169240000,absolute (image display rounded to 억/만),112,1271조 7223억 3526만,127172233526,나이트로드,눈별,Scania 6,https://mgf.gg/contents/guild_info.php?g_name=%EB%88%88%EB%B3%84,2026-09-16T22:22:33.610242+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,눈별,True,,,,,,
빅딜,70,86서버,서피비치,팔라딘,717억 5279만,90000,2026-09-14,빅딜_대항전.xlsx,74,서피비치,팔라딘,71752790000,absolute (image display rounded to 억/만),110,619조 1203억 114만,61912030114,팔라딘,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,71,빅딜,우후,히어로,714억 3280만,89000,2026-09-14,빅딜_대항전.xlsx,75,우후,히어로,71432800000,absolute (image display rounded to 억/만),110,933조 4008억 6223만,93340086223,히어로,빅딜,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EB%B9%85%EB%94%9C,2026-09-16T22:22:32.620426+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,빅딜,True,,,,,,
빅딜,72,86서버,한콩순,비숍,703억 4371만,88000,2026-09-14,빅딜_대항전.xlsx,76,한콩순,비숍,70343710000,absolute (image display rounded to 억/만),110,648조 3728억 7491만,64837287491,비숍,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,73,86서버,하랸,섀도어,702억 283만,87000,2026-09-14,빅딜_대항전.xlsx,77,하랸,섀도어,70202830000,absolute (image display rounded to 억/만),110,669조 9044억 4671만,66990444671,섀도어,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,74,인형나라,똥땅이흥,바이퍼,693억 124만,86000,2026-09-14,빅딜_대항전.xlsx,78,똥땅이흥,바이퍼,69301240000,absolute (image display rounded to 억/만),,,,,,,,,,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,인형나라,False,missing_profile,똥땅이횽,,,,
빅딜,75,인형나라,잉글리쉬,비숍,688억 3934만,85000,2026-09-14,빅딜_대항전.xlsx,79,잉글리쉬,비숍,68839340000,absolute (image display rounded to 억/만),111,1033조 9964억 3444만,103399643444,비숍,인형나라,Scania 25,https://mgf.gg/contents/guild_info.php?g_name=%EC%9D%B8%ED%98%95%EB%82%98%EB%9D%BC,2026-09-16T22:22:34.116204+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,인형나라,True,,,,,,
빅딜,76,빅딜,정태준,비숍,686억 7168만,84000,2026-09-14,빅딜_대항전.xlsx,80,정태준,비숍,68671680000,absolute (image display rounded to 억/만),111,747조 6479억 4857만,74764794857,비숍,빅딜,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EB%B9%85%EB%94%9C,2026-09-16T22:22:32.620426+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,빅딜,True,,,,,,
빅딜,77,인형나라,숲이,아크메이지 - 썬콜,685억 5039만,83000,2026-09-14,빅딜_대항전.xlsx,82,숲이,"아크메이지(썬,콜)",68550390000,absolute (image display rounded to 억/만),,,,,,,,,,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,인형나라,False,missing_profile,솖이,,,,
빅딜,78,86서버,벽그림,비숍,676억 2123만,82000,2026-09-14,빅딜_대항전.xlsx,83,벽그림,비숍,67621230000,absolute (image display rounded to 억/만),111,1425조 7402억 2493만,142574022493,비숍,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,79,86서버,뉴비i,비숍,674억 6375만,81000,2026-09-14,빅딜_대항전.xlsx,84,뉴비i,비숍,67463750000,absolute (image display rounded to 억/만),112,836조 8008억 5889만,83680085889,비숍,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,80,눈별,성률,아크메이지 - 썬콜,674억 6203만,80000,2026-09-14,빅딜_대항전.xlsx,85,성률,"아크메이지(썬,콜)",67462030000,absolute (image display rounded to 억/만),110,597조 2265억 6671만,59722656671,"아크메이지(썬,콜)",눈별,Scania 6,https://mgf.gg/contents/guild_info.php?g_name=%EB%88%88%EB%B3%84,2026-09-16T22:22:33.610242+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,눈별,True,,,,,,
빅딜,81,인형나라,Pakachu9999,비숍,644억 3431만,79000,2026-09-14,빅딜_대항전.xlsx,86,Pakachu9999,비숍,64434310000,absolute (image display rounded to 억/만),111,1142조 3030억 7681만,114230307681,비숍,인형나라,Scania 25,https://mgf.gg/contents/guild_info.php?g_name=%EC%9D%B8%ED%98%95%EB%82%98%EB%9D%BC,2026-09-16T22:22:34.116204+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,인형나라,True,,,,,,
빅딜,82,눈별,게니규니,섀도어,642억 9689만,78000,2026-09-14,빅딜_대항전.xlsx,87,게니규니,섀도어,64296890000,absolute (image display rounded to 억/만),,,,,,,,,,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,눈별,False,missing_profile,계니규니,,,,
빅딜,83,빅딜,불보독지,아크메이지 - 불독,615억 7504만,77000,2026-09-14,빅딜_대항전.xlsx,88,불보독지,"아크메이지(불,독)",61575040000,absolute (image display rounded to 억/만),111,968조 1677억 2361만,96816772361,"아크메이지(불,독)",빅딜,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EB%B9%85%EB%94%9C,2026-09-16T22:22:32.620426+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,빅딜,True,,,,,,
빅딜,84,SSIM,모우모우우,캡틴,584억 9506만,76000,2026-09-14,빅딜_대항전.xlsx,89,모우모우우,캡틴,58495060000,absolute (image display rounded to 억/만),109,265조 1793억 4789만,26517934789,캡틴,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,85,86서버,꼴뱅이a,섀도어,566억 7120만,75000,2026-09-14,빅딜_대항전.xlsx,90,꼴뱅이a,섀도어,56671200000,absolute (image display rounded to 억/만),112,1224조 7550억 489만,122475500489,섀도어,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,86,눈별,하비엔,비숍,550억 6491만,74000,2026-09-14,빅딜_대항전.xlsx,91,하비엔,비숍,55064910000,absolute (image display rounded to 억/만),109,321조 1205억 2630만,32112052630,비숍,눈별,Scania 6,https://mgf.gg/contents/guild_info.php?g_name=%EB%88%88%EB%B3%84,2026-09-16T22:22:33.610242+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,눈별,True,,,,,,
빅딜,87,인형나라,옆구리두방,비숍,548억 3427만,73000,2026-09-14,빅딜_대항전.xlsx,92,옆구리두방,비숍,54834270000,absolute (image display rounded to 억/만),110,531조 4391억 9363만,53143919363,비숍,인형나라,Scania 25,https://mgf.gg/contents/guild_info.php?g_name=%EC%9D%B8%ED%98%95%EB%82%98%EB%9D%BC,2026-09-16T22:22:34.116204+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,인형나라,True,,,,,,
빅딜,88,인형나라,양쿼카,비숍,545억 7536만,72000,2026-09-14,빅딜_대항전.xlsx,93,양쿼카,비숍,54575360000,absolute (image display rounded to 억/만),110,390조 3037억 2972만,39030372972,비숍,인형나라,Scania 25,https://mgf.gg/contents/guild_info.php?g_name=%EC%9D%B8%ED%98%95%EB%82%98%EB%9D%BC,2026-09-16T22:22:34.116204+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,인형나라,True,,,,,,
빅딜,89,SSIM,토느,바이퍼,538억 7053만,71000,2026-09-14,빅딜_대항전.xlsx,94,토느,바이퍼,53870530000,absolute (image display rounded to 억/만),109,204조 1079억 9340만,20410799340,바이퍼,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,90,86서버,간장아비,비숍,537억 2241만,70000,2026-09-14,빅딜_대항전.xlsx,95,간장아비,비숍,53722410000,absolute (image display rounded to 억/만),110,1105조 2813억 7771만,110528137771,비숍,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,91,눈별,박금쪽,바이퍼,534억 33만,69000,2026-09-14,빅딜_대항전.xlsx,96,박금쪽,바이퍼,53400330000,absolute (image display rounded to 억/만),110,778조 2437억 4643만,77824374643,바이퍼,눈별,Scania 6,https://mgf.gg/contents/guild_info.php?g_name=%EB%88%88%EB%B3%84,2026-09-16T22:22:33.610242+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,눈별,True,,,,,,
빅딜,92,인형나라,젤로젤리,비숍,533억 4130만,68000,2026-09-14,빅딜_대항전.xlsx,97,젤로젤리,비숍,53341300000,absolute (image display rounded to 억/만),110,322조 9565억 646만,32295650646,비숍,인형나라,Scania 25,https://mgf.gg/contents/guild_info.php?g_name=%EC%9D%B8%ED%98%95%EB%82%98%EB%9D%BC,2026-09-16T22:22:34.116204+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,인형나라,True,,,,,,
빅딜,93,86서버,주식하자,비숍,531억 4044만,67000,2026-09-14,빅딜_대항전.xlsx,98,주식하자,비숍,53140440000,absolute (image display rounded to 억/만),110,507조 5595억 3068만,50755953068,비숍,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,94,SSIM,부산철거,비숍,529억 2797만,66000,2026-09-14,빅딜_대항전.xlsx,99,부산철거,비숍,52927970000,absolute (image display rounded to 억/만),108,610조 561억 3804만,61005613804,비숍,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,95,인형나라,정섭이,비숍,528억 8625만,65000,2026-09-14,빅딜_대항전.xlsx,100,정섭이,비숍,52886250000,absolute (image display rounded to 억/만),110,384조 5653억 9771만,38456539771,비숍,인형나라,Scania 25,https://mgf.gg/contents/guild_info.php?g_name=%EC%9D%B8%ED%98%95%EB%82%98%EB%9D%BC,2026-09-16T22:22:34.116204+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,인형나라,True,,,,,,
빅딜,96,인형나라,여덟시,나이트로드,521억 5880만,64000,2026-09-14,빅딜_대항전.xlsx,101,여덟시,나이트로드,52158800000,absolute (image display rounded to 억/만),109,318조 4244억 6173만,31842446173,나이트로드,인형나라,Scania 25,https://mgf.gg/contents/guild_info.php?g_name=%EC%9D%B8%ED%98%95%EB%82%98%EB%9D%BC,2026-09-16T22:22:34.116204+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,인형나라,True,,,,,,
빅딜,97,86서버,김로케,히어로,519억 2621만,63000,2026-09-14,빅딜_대항전.xlsx,102,김로케,히어로,51926210000,absolute (image display rounded to 억/만),110,472조 7958억 396만,47279580396,히어로,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,98,SSIM,갸렝,바이퍼,508억 5407만,62000,2026-09-14,빅딜_대항전.xlsx,103,갸렝,바이퍼,50854070000,absolute (image display rounded to 억/만),,,,,,,,,,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,False,missing_profile,갸렌,,,,
빅딜,99,SSIM,태양o,비숍,506억 5168만,61000,2026-09-14,빅딜_대항전.xlsx,104,태양o,비숍,50651680000,absolute (image display rounded to 억/만),109,358조 2882억 6663만,35828826663,비숍,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,100,눈별,작업치료사,캡틴,505억 703만,60300,2026-09-14,빅딜_대항전.xlsx,105,작업치료사,캡틴,50507030000,absolute (image display rounded to 억/만),108,605조 2191억 6874만,60521916874,캡틴,눈별,Scania 6,https://mgf.gg/contents/guild_info.php?g_name=%EB%88%88%EB%B3%84,2026-09-16T22:22:33.610242+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,눈별,True,,,,,,
빅딜,101,눈별,여자둘남자둘,비숍,504억 9235만,59600,2026-09-14,빅딜_대항전.xlsx,107,여자둘남자둘,비숍,50492350000,absolute (image display rounded to 억/만),111,1137조 3913억 8758만,113739138758,비숍,눈별,Scania 6,https://mgf.gg/contents/guild_info.php?g_name=%EB%88%88%EB%B3%84,2026-09-16T22:22:33.610242+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,눈별,True,,,,,,
빅딜,102,86서버,소심한섀도어,섀도어,504억 4216만,58900,2026-09-14,빅딜_대항전.xlsx,108,소심한섀도어,섀도어,50442160000,absolute (image display rounded to 억/만),110,439조 8683억 7255만,43986837255,섀도어,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,103,인형나라,돼짱,비숍,500억 4158만,58200,2026-09-14,빅딜_대항전.xlsx,109,돼짱,비숍,50041580000,absolute (image display rounded to 억/만),110,322조 8292억 813만,32282920813,비숍,인형나라,Scania 25,https://mgf.gg/contents/guild_info.php?g_name=%EC%9D%B8%ED%98%95%EB%82%98%EB%9D%BC,2026-09-16T22:22:34.116204+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,인형나라,True,,,,,,
빅딜,104,SSIM,행복하길바래,보우마스터,493억 5618만,57500,2026-09-14,빅딜_대항전.xlsx,110,행복하길바래,보우마스터,49356180000,absolute (image display rounded to 억/만),108,187조 7817억 8995만,18778178995,보우마스터,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,105,눈별,신탄보우짱,비숍,490억 2396만,56800,2026-09-14,빅딜_대항전.xlsx,111,신탄보우짱,비숍,49023960000,absolute (image display rounded to 억/만),110,231조 8325억 2801만,23183252801,비숍,눈별,Scania 6,https://mgf.gg/contents/guild_info.php?g_name=%EB%88%88%EB%B3%84,2026-09-16T22:22:33.610242+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,눈별,True,,,,,,
빅딜,106,SSIM,봄여름한겨울,보우마스터,488억 4840만,56100,2026-09-14,빅딜_대항전.xlsx,112,봄여름한겨울,보우마스터,48848400000,absolute (image display rounded to 억/만),109,342조 8072억 3454만,34280723454,보우마스터,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,107,빅딜,민들레꽃,비숍,484억 9703만,55400,2026-09-14,빅딜_대항전.xlsx,113,민들레꽃,비숍,48497030000,absolute (image display rounded to 억/만),109,419조 7074억 9119만,41970749119,비숍,빅딜,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EB%B9%85%EB%94%9C,2026-09-16T22:22:32.620426+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,빅딜,True,,,,,,
빅딜,108,SSIM,곰세마리당,비숍,480억 8424만,54700,2026-09-14,빅딜_대항전.xlsx,114,곰세마리당,비숍,48084240000,absolute (image display rounded to 억/만),109,322조 3816억 1640만,32238161640,비숍,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,109,눈별,히어로호걸,히어로,479억 4941만,54000,2026-09-14,빅딜_대항전.xlsx,115,히어로호걸,히어로,47949410000,absolute (image display rounded to 억/만),109,599조 5583억 4223만,59955834223,히어로,눈별,Scania 6,https://mgf.gg/contents/guild_info.php?g_name=%EB%88%88%EB%B3%84,2026-09-16T22:22:33.610242+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,눈별,True,,,,,,
빅딜,110,86서버,에누마,팔라딘,435억 2435만,53300,2026-09-14,빅딜_대항전.xlsx,116,에누마,팔라딘,43524350000,absolute (image display rounded to 억/만),110,679조 1299억 6562만,67912996562,팔라딘,86서버,Scania 33,https://mgf.gg/contents/guild_info.php?g_name=86%EC%84%9C%EB%B2%84,2026-09-16T22:22:33.112070+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,86서버,True,,,,,,
빅딜,111,인형나라,범지,나이트로드,431억 5707만,52600,2026-09-14,빅딜_대항전.xlsx,117,범지,나이트로드,43157070000,absolute (image display rounded to 억/만),110,778조 7201억 5721만,77872015721,나이트로드,인형나라,Scania 25,https://mgf.gg/contents/guild_info.php?g_name=%EC%9D%B8%ED%98%95%EB%82%98%EB%9D%BC,2026-09-16T22:22:34.116204+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,인형나라,True,,,,,,
빅딜,112,눈별,감화,비숍,430억 2986만,51900,2026-09-14,빅딜_대항전.xlsx,118,감화,비숍,43029860000,absolute (image display rounded to 억/만),110,529조 2335억 1065만,52923351065,비숍,눈별,Scania 6,https://mgf.gg/contents/guild_info.php?g_name=%EB%88%88%EB%B3%84,2026-09-16T22:22:33.610242+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,눈별,True,,,,,,
빅딜,113,SSIM,1지옥참마도1,비숍,427억 8743만,51200,2026-09-14,빅딜_대항전.xlsx,119,1지옥참마도1,비숍,42787430000,absolute (image display rounded to 억/만),108,240조 7601억 443만,24076010443,비숍,SSIM,Scania 60,https://mgf.gg/contents/guild_info.php?g_name=SSIM,2026-09-16T22:22:34.619416+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,SSIM,True,,,,,,
빅딜,114,빅딜,좀치는형님,비숍,421억 3948만,50500,2026-09-14,빅딜_대항전.xlsx,120,좀치는형님,비숍,42139480000,absolute (image display rounded to 억/만),110,712조 5098억 2176만,71250982176,비숍,빅딜,Scania 2,https://mgf.gg/contents/guild_info.php?g_name=%EB%B9%85%EB%94%9C,2026-09-16T22:22:32.620426+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,빅딜,True,,,,,,
빅딜,115,인형나라,니누고,비숍,416억 7143만,49800,2026-09-14,빅딜_대항전.xlsx,121,니누고,비숍,41671430000,absolute (image display rounded to 억/만),109,377조 4506억 6398만,37745066398,비숍,인형나라,Scania 25,https://mgf.gg/contents/guild_info.php?g_name=%EC%9D%B8%ED%98%95%EB%82%98%EB%9D%BC,2026-09-16T22:22:34.116204+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,인형나라,True,,,,,,
빅딜,116,인형나라,혜미니현미니,비숍,412억 5934만,49100,2026-09-14,빅딜_대항전.xlsx,122,혜미니현미니,비숍,41259340000,absolute (image display rounded to 억/만),110,597조 3899억 2395만,59738992395,비숍,인형나라,Scania 25,https://mgf.gg/contents/guild_info.php?g_name=%EC%9D%B8%ED%98%95%EB%82%98%EB%9D%BC,2026-09-16T22:22:34.116204+09:00,2026.09.12,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,인형나라,True,,,,,,
빅딜,117,눈별,채구링,나이트로드,406억 4460만,48400,2026-09-14,빅딜_대항전.xlsx,123,채구링,나이트로드,40644600000,absolute (image display rounded to 억/만),108,270조 3755억 3902만,27037553902,나이트로드,눈별,Scania 6,https://mgf.gg/contents/guild_info.php?g_name=%EB%88%88%EB%B3%84,2026-09-16T22:22:33.610242+09:00,2026.09.16,2026-09-16 proxy for 2026-09-14 sample; not contemporaneous,눈별,True,,,,,,
