filename,row_index_in_image,nickname,job,server,score,note,combat_power
KakaoTalk_20260422_220955241_13.png,1,S2베코,비숍,Scania 14,1030만 1394,,435조 6447억 7970만
KakaoTalk_20260422_220955241_13.png,2,갯수용,새도어,Scania 11,1027만 7184,,345조 7906억 4526만
KakaoTalk_20260422_220955241_13.png,3,루팡잉,신궁,Scania 14,1018만 9935,server not visible,517조 2975억 3047만
KakaoTalk_20260422_220955241_14.png,1,심전,섀도어,,1015만 2159,server not visible | 전투력 미확인,
KakaoTalk_20260422_220955241_14.png,2,26길초,다크나이트,Scania 16,1012만 2225,,487조 7976억 5879만
KakaoTalk_20260422_220955241_14.png,3,여사,다크나이트,Scania 2,1007만 2872,,400조 1307억 6796만
KakaoTalk_20260422_220955639.png,1,항상밝은하루,비숍,Scania 28,"5,056,766",,374조 3925억 7841만
KakaoTalk_20260422_220955639.png,2,근접맞나이거,섀도어,Scania 14,"5,949,537",,130조 4880억 6618만
KakaoTalk_20260422_220955639.png,3,뻠삐,다크나이트,Scania 16,"5,928,522",,17만 2845 17만
KakaoTalk_20260422_220955639_01.png,1,뻔수니,섀도어,Scania 16,"5,919,828",,109조 4071억 3526만
KakaoTalk_20260422_220955639_01.png,2,부질,섀도어,Scania 7,"5,917,098",,1633만 2402 1633만
KakaoTalk_20260422_220955639_01.png,3,성착의,히어로,,"5,909,118",전투력 미확인,
KakaoTalk_20260422_220955639_02.png,1,빠나딘,다크나이트,Scania 28,"5,846,610",,10조 5010억 6833만
KakaoTalk_20260422_220955639_02.png,2,김모나,아크메이지 - 불독,Scania 11,"5,843,541",,71조 2927억 1020만
KakaoTalk_20260422_220955639_02.png,3,제로슈가,아크메이지 - 불독,Scania 2,"5,808,492",,35조 6131억 7297만
KakaoTalk_20260422_221320048.png,1,다송이,신궁,Scania 28,"5,761,989",,12조 3366억 451만
KakaoTalk_20260422_221320048.png,2,대벵어조아,섀도어,,"5,750,535",전투력 미확인,
KakaoTalk_20260422_221320048.png,3,냥만듀,아크메이지 - 썬콜,,"5,696,994",전투력 미확인,
KakaoTalk_20260422_221320048_01.png,1,아모르파티뤠,아크메이지 - 썬콜,,"5,689,698",닉네임 마지막 글자 약간 불확실 | 전투력 미확인,
KakaoTalk_20260422_221320048_01.png,2,냥도,섀도어,Scania 12,"5,673,291",,509만 3386 509만
KakaoTalk_20260422_221320048_01.png,3,우당탕탕,아크메이지 - 불독,Scania 5,"5,616,165",,1만 5329 1만
KakaoTalk_20260422_221320048_02.png,1,김창구,섀도어,,"5,543,583",전투력 미확인,
KakaoTalk_20260422_221320048_02.png,2,봄넝,신궁,,"5,415,384",전투력 미확인,
KakaoTalk_20260422_221320048_02.png,3,할롱,아크메이지 - 썬콜,Scania 3,"5,340,696",,3만 3009 3만
KakaoTalk_20260422_221320048_03.png,1,악할뻔,섀도어,,"5,310,135",전투력 미확인,
KakaoTalk_20260422_221320048_03.png,2,킵술하,비숍,,"5,212,785",전투력 미확인,
KakaoTalk_20260422_221320048_03.png,3,참밥,비숍,,"5,119,524",전투력 미확인,
KakaoTalk_20260422_221320048_04.png,1,응누,비숍,Scania 28,"5,103,933",,158조 2907억 7378만
KakaoTalk_20260422_221320048_04.png,2,포뇨야,아크메이지 - 썬콜,Scania 2,"5,031,114",,46조 2787억 8294만
KakaoTalk_20260422_221320048_04.png,3,임승민,섀도어,Scania 16,"5,007,324",,225조 7671억 6693만
KakaoTalk_20260422_221320048_05.png,1,혜영,아크메이지 - 썬콜,Scania 2,"4,968,216",,37조 9202억 5357만
KakaoTalk_20260422_221320048_05.png,2,26짱바,아크메이지 - 썬콜,,"4,905,072",전투력 미확인,
KakaoTalk_20260422_221320048_05.png,3,악해i뜨졌,아크메이지 - 불독,,"4,901,022",닉네임 판독 불확실 | 전투력 미확인,
KakaoTalk_20260422_221320048_06.png,1,맥맥,블래스터,Scania 14,"4,888,425",job OCR uncertain,56조 8886억 803만
KakaoTalk_20260422_221320048_06.png,2,얼음조아,아크메이지 - 썬콜,Scania 11,"4,878,822",,15조 2657억 7496만
KakaoTalk_20260422_221320048_06.png,3,구맹,신궁,Scania 2,"4,772,889",nickname OCR uncertain,858만 8281 858만
KakaoTalk_20260422_221320048_07.png,1,류테,신궁,Scania 16,"4,761,312",,29조 4752억 2082만
KakaoTalk_20260422_221320048_07.png,2,노독,다크나이트,,"4,730,649",닉네임 판독 약간 불확실 | 전투력 미확인,
KakaoTalk_20260422_221320048_07.png,3,순샷,다크나이트,Scania 14,"4,709,883",nickname OCR uncertain,16조 350억 635만
KakaoTalk_20260422_221320048_08.png,1,버닉,섀도어,,"4,688,013",전투력 미확인,
KakaoTalk_20260422_221320048_08.png,2,뽀라비,아크메이지 - 썬콜,Scania 28,"4,655,685",,35조 3036억 3729만
KakaoTalk_20260422_221320048_08.png,3,용레니,히어로,,"4,629,183",전투력 미확인,
KakaoTalk_20260422_221320048_09.png,1,돌아온홍굴이,히어로,Scania 14,"4,605,822",,22조 3559억 3448만
KakaoTalk_20260422_221320048_09.png,2,퀸돈대통,히어로,Scania 11,"4,591,275",nickname OCR uncertain,58조 8644억 9982만
KakaoTalk_20260422_221320048_09.png,3,프리프리,섀도어,Scania 2,"4,580,889",,186조 1628억 3024만
KakaoTalk_20260422_221320048_10.png,1,안스제,다크나이트,Scania 35,"4,575,085",nickname OCR uncertain,30조 1279억 9295만
KakaoTalk_20260422_221320048_10.png,2,브지,보우마스터,,"4,562,988",전투력 미확인,
KakaoTalk_20260422_221320048_10.png,3,봉할가,다크나이트,,"4,477,458",전투력 미확인,
KakaoTalk_20260422_221320048_11.png,1,롱호,다크나이트,Scania 8,"4,450,863",,1억 6061만
KakaoTalk_20260422_221320048_11.png,2,김도유니,아크메이지 - 썬콜,Scania 11,"4,363,332",,73조 8135억 1809만
KakaoTalk_20260422_221320048_11.png,3,김치새대기,히어로,,"4,301,910",전투력 미확인,
KakaoTalk_20260422_221320048_12.png,1,분분,다크나이트,Scania 3,"4,253,418",,620만 1746 620만
KakaoTalk_20260422_221320048_12.png,2,메린이이,신궁,Scania 11,"4,244,736",nickname OCR uncertain,6조 8900억 25만
KakaoTalk_20260422_221320048_12.png,3,최씨용,비숍,Scania 16,"4,214,616",,14조 623억 4943만
KakaoTalk_20260422_221320048_13.png,1,하타치,아크메이지 - 썬콜,,"4,178,079",전투력 미확인,
KakaoTalk_20260422_221320048_13.png,2,57년김춘배,신궁,Scania 11,"4,155,219",,5조 6112억 4563만
KakaoTalk_20260422_221320048_13.png,3,무썬,아크메이지 - 썬콜,Scania 14,"4,152,393",,49조 5315억 4717만
KakaoTalk_20260422_221320048_14.png,1,찰스제,아크메이지 - 불독,,"4,131,168",전투력 미확인,
KakaoTalk_20260422_221320048_14.png,2,안재동,아크메이지 - 썬콜,,"4,120,161",전투력 미확인,
KakaoTalk_20260422_221320048_14.png,3,의주몽,신궁,,"4,084,992",전투력 미확인,
KakaoTalk_20260422_221320048_15.png,1,표창빌런,나이트로드,Scania 11,"4,054,731",,30조 4763억 8710만
KakaoTalk_20260422_221320048_15.png,2,탱탱볼탱탱볼,아크메이지 - 썬콜,Scania 14,"4,025,820",,13조 3108억 686만
KakaoTalk_20260422_221320048_15.png,3,초꼬님,섀도어,,"4,022,838",전투력 미확인,
KakaoTalk_20260422_221320048_16.png,1,메기무라딘,팔라딘,,"3,980,766",전투력 미확인,
KakaoTalk_20260422_221320048_16.png,2,울힘,아크메이지 - 썬콜,,"3,968,067",전투력 미확인,
KakaoTalk_20260422_221320048_16.png,3,81학찬,아크메이지 - 썬콜,Scania 28,"3,712,746",,48조 7552억 3683만
KakaoTalk_20260422_221320048_17.png,1,딱콩,아크메이지 - 썬콜,Scania 1,"3,705,726",,1조 29억 1522만
KakaoTalk_20260422_221320048_17.png,2,기차아저씨,섀도어,Scania 14,"3,664,356",,11조 7077억 5472만
KakaoTalk_20260422_221320048_17.png,3,루틴,섀도어,Scania 1,"3,611,466",,1462억 5429만
KakaoTalk_20260422_221320048_18.png,1,보마가될인재,보우마스터,Scania 14,"3,564,450",,13조 3213억 1854만
KakaoTalk_20260422_221320048_18.png,2,럿해,섀도어,,"3,522,024",전투력 미확인,
KakaoTalk_20260422_221320048_18.png,3,예양,섀도어,Scania 23,"3,509,304",nickname OCR uncertain,35만 4635 35만
KakaoTalk_20260422_221320048_19.png,1,아빠의기운,아크메이지 - 썬콜,Scania 35,"3,495,261",,88조 8520억 7892만
KakaoTalk_20260422_221320048_19.png,2,포근한소리,섀도어,Scania 35,"3,482,382",,48조 9742억 1934만
KakaoTalk_20260422_221320048_19.png,3,26조,아크메이지 - 썬콜,,"3,478,593",전투력 미확인,
KakaoTalk_20260422_221320048_20.png,1,강한고등어,나이트로드,Scania 28,"3,449,082",,4조 773억 9714만
KakaoTalk_20260422_221320048_20.png,2,아신아이,섀도어,Scania 11,"3,356,556",,5조 8001억 5133만
KakaoTalk_20260422_221320048_20.png,3,1조탈락있었던,신궁,,"3,339,549",전투력 미확인,
KakaoTalk_20260422_221320048_21.png,1,오쪼,비숍,Scania 3,"3,243,345",,1615억 6170만
KakaoTalk_20260422_221320048_21.png,2,못스제,다크나이트,Scania 35,"3,242,733",,27조 3504억 743만
KakaoTalk_20260422_221320048_21.png,3,금스파,아크메이지 - 썬콜,,"3,220,926",전투력 미확인,
KakaoTalk_20260422_221320048_22.png,1,남규리,섀도어,Scania 2,"3,193,839",,1511만 6302 1511만
KakaoTalk_20260422_221320048_22.png,2,개도독놈,다크나이트,,"3,091,866",전투력 미확인,
KakaoTalk_20260422_221320048_22.png,3,까사PC,섀도어,Scania 28,"3,080,184",,24조 9912억 9664만
KakaoTalk_20260422_221320048_23.png,1,kiaer,신궁,Scania 14,"3,074,952",,21조 2923억 2793만
KakaoTalk_20260422_221320048_23.png,2,김밍끼,비숍,Scania 1,"3,065,310",,1954억 8090만
KakaoTalk_20260422_221320048_23.png,3,사철화,아크메이지 - 썬콜,Scania 11,"3,057,855",,23조 1097억 403만
KakaoTalk_20260422_221320048_24.png,1,겁재이,나이트로드,Scania 35,"3,047,175",,4조 2915억 9088만
KakaoTalk_20260422_221320048_24.png,2,로넌,비숍,Scania 35,"3,039,507",nickname OCR uncertain,12조 7754억 9089만
KakaoTalk_20260422_221320048_24.png,3,대수징,섀도어,,"2,991,735",전투력 미확인,
KakaoTalk_20260422_221320048_25.png,1,고영희맘몸미,히어로,,"2,986,197",닉네임 약간 불확실 | 전투력 미확인,
KakaoTalk_20260422_221320048_25.png,2,봄봄월드,섀도어,,"2,981,634",전투력 미확인,
KakaoTalk_20260422_221320048_25.png,3,라영제로,아크메이지 - 썬콜,,"2,941,830",전투력 미확인,
KakaoTalk_20260422_221320048_26.png,1,하이요하임,섀도어,Scania 35,"2,755,887",,12조 6564억 769만
KakaoTalk_20260422_221320048_26.png,2,샤포리,섀도어,,"2,540,343",전투력 미확인,
KakaoTalk_20260422_221320048_26.png,3,양가오너,히어로,,"2,413,101",전투력 미확인,
KakaoTalk_20260422_221320048_27.png,1,돌쇠영만,다크나이트,Scania 28,"2,350,443",,1조 4963억 8307만
KakaoTalk_20260422_221320048_27.png,2,BudriQ,비숍,Scania 35,"2,277,987",,3조 9173억 8246만
KakaoTalk_20260422_221320048_27.png,3,외단,아크메이지 - 썬콜,Scania 35,"2,266,296",nickname OCR uncertain,7조 6880억 3448만
KakaoTalk_20260422_221320048_28.png,1,예라미,아크메이지 - 썬콜,Scania 16,"2,224,020",,9조 2773억 9881만
KakaoTalk_20260422_221320048_28.png,2,이서지용,아크메이지 - 썬콜,Scania 14,"1,905,393",,7조 8263억 6165만
KakaoTalk_20260422_221320048_28.png,3,꿈꿔,섀도어,Scania 16,"1,864,263",,4억 7425만
KakaoTalk_20260422_221320048_29.png,1,김가,신궁,Scania 11,"1,860,231",,2억 9766만
KakaoTalk_20260422_221320048_29.png,2,최시네루친구,아크메이지 - 썬콜,Scania 11,"1,819,614",,3조 2712억 9959만
KakaoTalk_20260422_221320048_29.png,3,탕화,아크메이지 - 썬콜,Scania 35,"1,670,136",,3조 955억 1988만
스크린샷 2026-04-23 101622.png,1,초코남,비숍,초코나라,"9,086,205",,61조 5327억 4675만
스크린샷 2026-04-23 101622.png,2,눈꽃물망초,아크메이지 - 불독,다다익선,"8,596,830",,94조 358억 5237만
스크린샷 2026-04-23 101622.png,3,포르셰718,섀도어,다다익선,"7,922,550",전투력 미확인,
스크린샷 2026-04-23 101630.png,1,초보자시프,섀도어,다다익선,"7,865,691",,22조 6023억 9573만
스크린샷 2026-04-23 101630.png,2,상현별,섀도어,블랙소울,"7,262,571",,61조 8137억 6645만
스크린샷 2026-04-23 101630.png,3,망겜감별사,섀도어,빅딜,"6,496,044",,28조 4446억 2204만
스크린샷 2026-04-23 101637.png,1,통띠,아크메이지 - 썬콜,밀크런,"6,321,654",전투력 미확인,
스크린샷 2026-04-23 101637.png,2,단풍카우,다크나이트,빅딜,"6,294,363",,11조 9024억 8753만
스크린샷 2026-04-23 101637.png,3,말랑콩닥,다크나이트,블랙소울,"6,265,608",,21조 7720억 8769만
스크린샷 2026-04-23 101644.png,1,큐샤프,신궁,빅딜,"5,807,706",,20조 8772억 7416만
스크린샷 2026-04-23 101644.png,2,량용,비숍,비련,"5,667,876",,67조 3308억 4555만
스크린샷 2026-04-23 101644.png,3,공대애봉이,아크메이지 - 썬콜,다다익선,"5,320,092",,6조 2708억 2453만
스크린샷 2026-04-23 101650.png,1,귀심,다크나이트,블랙소울,"4,849,827",,16조 1454억 9024만
스크린샷 2026-04-23 101650.png,2,최상급조준경,비숍,블랙소울,"4,797,603",,6조 684억 9571만
스크린샷 2026-04-23 101650.png,3,썬콜법사도희,히어로,초코나라,"4,717,713",,4조 4948억 2437만
스크린샷 2026-04-23 101656.png,1,야가다,보우마스터,빅딜,"4,695,831",,13조 2229억 5022만
스크린샷 2026-04-23 101656.png,2,달봉e,아크메이지 - 썬콜,비련,"4,663,383",,54조 6397억 8672만
스크린샷 2026-04-23 101656.png,3,JAEYA,아크메이지 - 썬콜,다다익선,"4,630,173",,3조 341억 6644만
스크린샷 2026-04-23 101704.png,1,A7R4,섀도어,초코나라,"4,589,511",,4조 3112억 1382만
스크린샷 2026-04-23 101704.png,2,불곰파워,신궁,초코나라,"4,255,938",,3조 8877억 52만
스크린샷 2026-04-23 101704.png,3,나무키우기,다크나이트,밀크런,"4,191,879",,29조 4786억 2006만
스크린샷 2026-04-23 101710.png,1,핫딜패스,보우마스터,비련,"4,144,398",,4조 4029억 484만
스크린샷 2026-04-23 101710.png,2,단비토기,섀도어,초코나라,"3,884,145",전투력 미확인,
스크린샷 2026-04-23 101710.png,3,limno,신궁,초코나라,"3,846,924",,4조 8032억 5155만
스크린샷 2026-04-23 101715.png,1,포도맛맥플,다크나이트,초코나라,"3,806,397",,6조 7040억 3156만
스크린샷 2026-04-23 101715.png,2,캔터베리,비숍,비련,"3,780,042",,4조 5801억 8016만
스크린샷 2026-04-23 101715.png,3,히어로경원,다크나이트,초코나라,"3,761,997",,3조 5815억 2733만
스크린샷 2026-04-23 101721.png,1,스라차차소스,신궁,초코나라,"3,727,737",,4조 7531억 1742만
스크린샷 2026-04-23 101721.png,2,Pakistan,섀도어,다다익선,"3,686,757",,8조 3231억 2506만
스크린샷 2026-04-23 101721.png,3,루나스틱,신궁,블랙소울,"3,682,719",,7조 5164억 4572만
스크린샷 2026-04-23 101726.png,1,연바기,아크메이지 - 불독,초코나라,"3,625,548",,5조 1956억 8667만
스크린샷 2026-04-23 101726.png,2,멈디,아크메이지 - 썬콜,초코나라,"3,586,776",,8조 8226억 6552만
스크린샷 2026-04-23 101726.png,3,가나디도룩,아크메이지 - 썬콜,비련,"3,564,012",첫 글자 가/카 애매 | 전투력 미확인,
스크린샷 2026-04-23 101731.png,1,감자도리유지,비숍,블랙소울,"3,549,384",,6조 624억 3694만
스크린샷 2026-04-23 101731.png,2,럼프,섀도어,비련,"3,541,401",,179만 8696 179만
스크린샷 2026-04-23 101731.png,3,안루핑,비숍,블랙소울,"3,496,122",,18조 719억 4159만
스크린샷 2026-04-23 101737.png,1,엘라임,히어로,빅딜,"3,491,067",,13조 6857억 1215만
스크린샷 2026-04-23 101737.png,2,포스쿤퓨쳐엠,섀도어,빅딜,"3,436,767",닉네임 판독 다소 불확실 | 전투력 미확인,
스크린샷 2026-04-23 101737.png,3,zI지존썬콜lz,아크메이지 - 썬콜,초코나라,"3,430,389",영문 대소문자와 I/l 구분 불확실 | 전투력 미확인,
스크린샷 2026-04-23 101745.png,1,보심,섀도어,블랙소울,"3,360,777",,4조 2760억 6894만
스크린샷 2026-04-23 101745.png,2,킹몬,다크나이트,빅딜,"3,321,030",,18조 9253억 9203만
스크린샷 2026-04-23 101745.png,3,하밍,아크메이지 - 썬콜,비련,"3,216,894",,1510만 5575 1510만
스크린샷 2026-04-23 101752.png,1,플로우00,보우마스터,빅딜,"3,156,633",,2조 5587억 7219만
스크린샷 2026-04-23 101752.png,2,투툼,섀도어,초코나라,"3,088,398",전투력 미확인,
스크린샷 2026-04-23 101752.png,3,유랑민,섀도어,초코나라,"3,037,209",,8조 2650억 6376만
스크린샷 2026-04-23 101757.png,1,굴러가는일상,아크메이지 - 썬콜,빅딜,"3,036,666",,6조 7155억 1566만
스크린샷 2026-04-23 101757.png,2,메키현,신궁,블랙소울,"3,020,250",,7조 1964억 4196만
스크린샷 2026-04-23 101757.png,3,하늘이야,섀도어,비련,"2,994,117",,1662억 9030만
스크린샷 2026-04-23 101802.png,1,찌율,섀도어,블랙소울,"2,993,475",,8조 1211억 4054만
스크린샷 2026-04-23 101802.png,2,뒹클,아크메이지 - 썬콜,다다익선,"2,949,402",전투력 미확인,
스크린샷 2026-04-23 101802.png,3,강철고튼데,나이트로드,빅딜,"2,940,453",닉네임 중간 글자 불확실 | 전투력 미확인,
스크린샷 2026-04-23 101808.png,1,주니이용,아크메이지 - 썬콜,다다익선,"2,928,321",전투력 미확인,
스크린샷 2026-04-23 101808.png,2,우치앵,섀도어,초코나라,"2,884,647",,4조 4481억 7475만
스크린샷 2026-04-23 101808.png,3,구파발고양이,히어로,초코나라,"2,870,133",,2조 7654억 1555만
스크린샷 2026-04-23 101814.png,1,꽁대,섀도어,밀크런,"2,814,492",,16조 4610억 1635만
스크린샷 2026-04-23 101814.png,2,봉실망실토실,아크메이지 - 불독,다다익선,"2,776,104",전투력 미확인,
스크린샷 2026-04-23 101814.png,3,조영현2,팔라딘,비련,"2,764,422",,7조 5596억 9835만
스크린샷 2026-04-23 101819.png,1,맛닭꼬시멘토,섀도어,다다익선,"2,753,490",,2조 1614억 5837만
스크린샷 2026-04-23 101819.png,2,아르미느,히어로,빅딜,"2,720,694",,7조 3060억 3289만
스크린샷 2026-04-23 101819.png,3,Scope,신궁,비련,"2,675,277",,2조 7096억 2142만
스크린샷 2026-04-23 101825.png,1,언기,섀도어,다다익선,"2,659,275",,5조 8317억 2691만
스크린샷 2026-04-23 101825.png,2,응자쓰,섀도어,다다익선,"2,649,729",전투력 미확인,
스크린샷 2026-04-23 101825.png,3,린상판,히어로,초코나라,"2,631,945",전투력 미확인,
스크린샷 2026-04-23 101831.png,1,도윤파덜,나이트로드,초코나라,"2,620,872",,2조 8297억 5007만
스크린샷 2026-04-23 101831.png,2,원남,아크메이지 - 썬콜,밀크런,"2,602,002",,5조 4653억 4085만
스크린샷 2026-04-23 101831.png,3,빅밥,아크메이지 - 썬콜,비련,"2,596,839",,3조 4976억 3713만
스크린샷 2026-04-23 101836.png,1,체시어,아크메이지 - 불독,다다익선,"2,588,601",,7491억 9634만
스크린샷 2026-04-23 101836.png,2,구파발메타몽,아크메이지 - 썬콜,초코나라,"2,565,864",,3조 5138억 8631만
스크린샷 2026-04-23 101836.png,3,정신못차림,히어로,비련,"2,546,922",,5조 8802억 236만
스크린샷 2026-04-23 101842.png,1,섭계피앙빼,아크메이지 - 썬콜,초코나라,"2,544,408",닉네임 앞부분 다소 불확실 | 전투력 미확인,
스크린샷 2026-04-23 101842.png,2,Azham,비숍,비련,"2,528,709",,1조 4912억 2288만
스크린샷 2026-04-23 101842.png,3,사습,섀도어,초코나라,"2,503,692",,201억 2394만
스크린샷 2026-04-23 101849.png,1,사생니임,아크메이지 - 불독,다다익선,"2,480,916",전투력 미확인,
스크린샷 2026-04-23 101849.png,2,데드캣,신궁,빅딜,"2,454,204",,2조 222억 6041만
스크린샷 2026-04-23 101849.png,3,므고,섀도어,빅딜,"2,439,423",,4조 3196억 9131만
스크린샷 2026-04-23 101854.png,1,아쿠마불독,아크메이지 - 썬콜,다다익선,"2,429,961",,1조 7442억 8437만
스크린샷 2026-04-23 101854.png,2,따뜻한배추,아크메이지 - 불독,다다익선,"2,390,061",,3조 2001억 6814만
스크린샷 2026-04-23 101854.png,3,무쿠미,아크메이지 - 썬콜,초코나라,"2,378,739",,3조 982억 7937만
스크린샷 2026-04-23 101900.png,1,별밖에,섀도어,블랙소울,"2,351,412",,2조 6844억 3894만
스크린샷 2026-04-23 101900.png,2,산로지노,섀도어,비련,"2,350,425",,2조 1756억 8741만
스크린샷 2026-04-23 101900.png,3,까만색양갱,섀도어,초코나라,"2,340,261",,4조 6105억 6232만
스크린샷 2026-04-23 101905.png,1,용감한순대국,섀도어,블랙소울,"2,332,446",,2조 7334억 3590만
스크린샷 2026-04-23 101905.png,2,용날라가유,아크메이지 - 썬콜,초코나라,"2,322,096",,2조 8720억 7370만
스크린샷 2026-04-23 101905.png,3,또기,섀도어,초코나라,"2,290,026",,1184억 6135만
스크린샷 2026-04-23 101912.png,1,별잇,비숍,비련,"2,288,172",,1조 9778억 5655만
스크린샷 2026-04-23 101912.png,2,사람님아,비숍,털미녀,"2,275,563",,1조 2728억 4415만
스크린샷 2026-04-23 101912.png,3,꽁물,비숍,털미녀,"2,268,759",전투력 미확인,
스크린샷 2026-04-23 101918.png,1,불보독지,아크메이지 - 불독,빅딜,"2,234,820",,2조 4292억 9347만
스크린샷 2026-04-23 101918.png,2,부산형님,신궁,털미녀,"2,232,801",,2조 379억 964만
스크린샷 2026-04-23 101918.png,3,우후,히어로,빅딜,"2,231,580",,5조 4515억 8769만
스크린샷 2026-04-23 101933.png,1,사맛,비숍,밀크런,"2,205,423",,1조 952억 205만
스크린샷 2026-04-23 101933.png,2,신궁초보,신궁,블랙소울,"2,187,882",,1조 7915억 9496만
스크린샷 2026-04-23 101933.png,3,민들레꽃,아크메이지 - 썬콜,빅딜,"2,164,836",,3조 1414억 4138만
스크린샷 2026-04-23 101939.png,1,쭌파파,섀도어,빅딜,"2,163,465",,4조 203억 9184만
스크린샷 2026-04-23 101939.png,2,단정이,아크메이지 - 썬콜,밀크런,"2,115,462",,1조 8282억 1196만
스크린샷 2026-04-23 101939.png,3,쥐이에이,다크나이트,비련,"2,097,399",,8312억 1915만
스크린샷 2026-04-23 101943.png,1,전팡,신궁,털미녀,"2,083,578",,1조 7375억 2724만
스크린샷 2026-04-23 101943.png,2,뺑뺑,신궁,빅딜,"2,067,594",,45억 8437만
스크린샷 2026-04-23 101943.png,3,아포짓,팔라딘,털미녀,"2,064,741",,3조 3693억 2382만
스크린샷 2026-04-23 101949.png,1,낮잠중,섀도어,초코나라,"2,059,875",,3조 7328억 8158만
스크린샷 2026-04-23 101949.png,2,옵션키우기,아크메이지 - 썬콜,다다익선,"2,055,801",,2조 7530억 3443만
스크린샷 2026-04-23 101949.png,3,양념반탈리반,다크나이트,블랙소울,"2,053,854",,2조 4904억 6746만
스크린샷 2026-04-23 101954.png,1,흑두부,아크메이지 - 썬콜,빅딜,"2,029,995",,4조 7743억 4977만
스크린샷 2026-04-23 101954.png,2,87강태풍,다크나이트,Scania 31,"2,029,332",server 미표시,2조 8619억 2127만
스크린샷 2026-04-23 101954.png,3,흑인드록바,다크나이트,털미녀,"2,009,997",,2조 11억 1978만
스크린샷 2026-04-23 102000.png,1,여비,섀도어,빅딜,"2,009,766",,4만 774 4만
스크린샷 2026-04-23 102000.png,2,딸룰아범,비숍,블랙소울,"1,996,512",전투력 미확인,
스크린샷 2026-04-23 102000.png,3,86미녀,신궁,털미녀,"1,950,909",,2조 6514억 1854만
스크린샷 2026-04-23 102005.png,1,아르젠타,아크메이지 - 썬콜,빅딜,"1,949,919",,3조 8160억 9740만
스크린샷 2026-04-23 102005.png,2,야로아옹,팔라딘,털미녀,"1,945,101",전투력 미확인,
스크린샷 2026-04-23 102005.png,3,용마미,신궁,블랙소울,"1,934,556",전투력 미확인,
스크린샷 2026-04-23 102010.png,1,김꽈아,섀도어,초코나라,"1,920,561",전투력 미확인,
스크린샷 2026-04-23 102010.png,2,제스프리,신궁,빅딜,"1,902,450",,2조 2116억 3503만
스크린샷 2026-04-23 102010.png,3,은단월,비숍,밀크런,"1,896,822",,4768억 6045만
스크린샷 2026-04-23 102017.png,1,타락파워스님,섀도어,다다익선,"1,881,075",,1조 3752억 1802만
스크린샷 2026-04-23 102017.png,2,딴모,섀도어,털미녀,"1,880,304",,1조 5030억 8793만
스크린샷 2026-04-23 102017.png,3,숩숩,섀도어,밀크런,"1,871,871",,635억 1248만
스크린샷 2026-04-23 102023.png,1,범지,나이트로드,다다익선,"1,860,624",,3조 308억 2909만
스크린샷 2026-04-23 102023.png,2,브로큰애로우,섀도어,블랙소울,"1,842,579",,3조 7162억 9263만
스크린샷 2026-04-23 102023.png,3,끼스,아크메이지 - 썬콜,털미녀,"1,828,641",닉네임이 끼스/깍스 계열로 애매,2만 3913 2만
스크린샷 2026-04-23 102031.png,1,훈다띠,신궁,밀크런,"1,811,679",,8633억 7335만
스크린샷 2026-04-23 102031.png,2,루멩이,나이트로드,블랙소울,"1,811,361",전투력 미확인,
스크린샷 2026-04-23 102031.png,3,덕르코프,섀도어,빅딜,"1,811,049",두 번째 글자 다소 불확실,2조 8575억 4038만
스크린샷 2026-04-23 102037.png,1,원투아빠,신궁,다다익선,"1,805,118",,2조 7880억 749만
스크린샷 2026-04-23 102037.png,2,판별식,섀도어,블랙소울,"1,797,237",,1조 9179억 5132만
스크린샷 2026-04-23 102037.png,3,떠하야,다크나이트,비련,"1,795,401",,1조 7306억 6464만
스크린샷 2026-04-23 102042.png,1,박예쁜,아크메이지 - 썬콜,블랙소울,"1,794,456",,1조 9897억 2989만
스크린샷 2026-04-23 102042.png,2,뭄뭄뭄뭄,아크메이지 - 썬콜,블랙소울,"1,778,313",,86만 2543 86만
스크린샷 2026-04-23 102042.png,3,꾸르꾸르,섀도어,빅딜,"1,774,125",,3조 6883억 4554만
스크린샷 2026-04-23 102047.png,1,Porto,아크메이지 - 썬콜,비련,"1,729,650",,1조 2756억 9524만
스크린샷 2026-04-23 102047.png,2,l성연l,섀도어,다다익선,"1,719,564",,1조 7306억 4932만
스크린샷 2026-04-23 102047.png,3,아무렇게할래,아크메이지 - 썬콜,비련,"1,704,108",,2조 351억 8824만
스크린샷 2026-04-23 102052.png,1,안경나라,섀도어,비련,"1,699,374",,4조 3133억 5612만
스크린샷 2026-04-23 102052.png,2,동동띠,팔라딘,밀크런,"1,698,819",,3조 4480억 7380만
스크린샷 2026-04-23 102052.png,3,2D파트장,나이트로드,다다익선,"1,696,404",,9757억 5246만
